LobbyingEntity,DateRange,Date,LobbyistName,RecipientName,OfficeSought,Amount
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/06/2020,"John E. Murphy, Jr.",Linda Campbell,State Representative of the 15th Essex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/12/2020,"John E. Murphy, Jr.",Walter Timilty,"State Senator of the Norfolk, Bristol & Plymouth District",$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/12/2020,"John E. Murphy, Jr.",Julian Cyr,State Senator of the Cape & Islands District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/12/2020,"John E. Murphy, Jr.",Mark Cusack,State Representative of the 5th Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/12/2020,"John E. Murphy, Jr.",James Murphy,State Representative of the 4th Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,"John E. Murphy, Jr.",John Lawn,State Representative of the 10th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,"John E. Murphy, Jr.",Jon Santiago,State Representative of the 9th Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/16/2020,"John E. Murphy, Jr.",Daniel Ryan,State Representative of the 2nd Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,01/22/2020,Kathy Bell,Smitty Pignatelli,State Representative of the 4th Berkshire District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,01/23/2020,Kathy Bell,Ronald Mariano,State Representative of the 3rd Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,01/30/2020,Kathy Bell,Martin Walsh,Mayor of Boston,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/12/2020,Kathy Bell,Julian Cyr,State Senator of the Cape & Islands District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/04/2020,Kathy Bell,David Rogers,State Representative of the 24th Middlesex District,$100.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,Kathy Bell,John Lawn,State Representative of the 10th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/16/2020,Kathy Bell,Daniel Ryan,State Representative of the 2nd Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/25/2020,Kathy Bell,Kevin Honan,State Representative of the 17th Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/25/2020,Kathy Bell,Robert Consalvo,State Representative of the 14th Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/27/2020,Maureen Glynn,James Murphy,State Representative of the 4th Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,02/27/2020,Maureen Glynn,Mark Cusack,State Representative of the 5th Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,Maureen Glynn,Martin Walsh,Mayor of Boston,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,Maureen Glynn,John Lawn,State Representative of the 10th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,Maureen Glynn,Jon Santiago,State Representative of the 9th Suffolk District,$100.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/17/2020,Maureen Glynn,Susan Moran,State Senator of the Plymouth & Barnstable District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,05/12/2020,Maureen Glynn,Marjorie Decker,State Representative of the 25th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,05/12/2020,Maureen Glynn,Daniel Ryan,State Representative of the 2nd Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/03/2020,Roger D. Donoghue,David Rogers,State Representative of the 24th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/05/2020,Roger D. Donoghue,John Lawn,State Representative of the 10th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Susan Moran,State Senator of the Plymouth & Barnstable District,$100.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,James Welch,State Senator of the Hampden District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Michael Moore,State Senator of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,John Velis,State Senator of the 2nd Hampden & Hampshire District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,James Murphy,State Representative of the 4th Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Walter Timilty,"State Senator of the Norfolk, Bristol & Plymouth District",$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Julian Cyr,State Senator of the Cape & Islands District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,John Lawn,State Representative of the 10th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Karen Spilka,State Senator of the 2nd Middlesex & Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Denise Garlick,State Representative of the 13th Norfolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/10/2020,Tara O'Donnell,Eric Lesser,State Senator of the 1st Hampden & Hampshire District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,03/20/2020,Tara O'Donnell,Smitty Pignatelli,State Representative of the 4th Berkshire District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Michael Day,State Representative of the 31st MIddlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Kate Hogan,State Representative of the 3rd Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Daniel Ryan,State Representative of the 2nd Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,David Rogers,State Representative of the 24th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Christine Barber,State Representative of the 34th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Kevin Honan,State Representative of the 17th Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Frank Moran,State Representative of the 17th Essex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Joseph McGonagle,State Representative of the 28th Middlesex District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,06/28/2020,Tara O'Donnell,Claire Cronin,State Representative of the 11th Plymouth District,$200.00
Benchmark Strategies,07/01/2020 - 12/31/2020,11/05/2020,Aaron Saunders,Joseph Angelo Boncore,"Senate, 1st Suffolk & Middlesex (148)",$100.00
Benchmark Strategies,07/01/2020 - 12/31/2020,11/06/2020,Aaron Saunders,John Christopher Velis,"Senate, 2nd Hampden & Hampshire (114)",$100.00
Benchmark Strategies,07/01/2020 - 12/31/2020,11/16/2020,Aaron Saunders,Bud L. Williams,"House, 11th Hampden (252)",$100.00
Benchmark Strategies,07/01/2020 - 12/31/2020,11/17/2020,Nicole Herendeen,Martin J. Walsh,"Mayoral, Boston (4035)",$20.00
Benchmark Strategies,07/01/2020 - 12/31/2020,10/31/2020,Patrick James Bench,Heather Hamilton,"County Commissioner, Norfolk County (411)",$100.00
Benchmark Strategies,01/01/2020 - 06/30/2020,05/11/2020,Jefferson Smith,Jay Livingstone,State Representative 8th Suffolk District,$200.00
Benchmark Strategies,01/01/2020 - 06/30/2020,01/07/2020,Patrick James Bench,Dan Ryan,Office of Massachusetts State Representative,$200.00
Benchmark Strategies,01/01/2020 - 06/30/2020,02/19/2020,Patrick James Bench,Angelo Puppolo,Office of Massachusetts State Representative,$200.00
Benchmark Strategies,01/01/2020 - 06/30/2020,02/20/2020,Patrick James Bench,John Velis,Massachusetts State Representative,$100.00
Benchmark Strategies,01/01/2020 - 06/30/2020,02/26/2020,Patrick James Bench,eric lesser,Office of Massachusetts State Senate,$200.00
